Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,annotation
83,3531,3531_MSA.fa.ufboot.ale.uml_rec,0,0.51,0,0.12,0.97,>opitutales_genome3|116343 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03124 response regulator (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Pelagicoccus; Pelagicoccus)
83,1244,1244_MSA.fa.ufboot.ale.uml_rec,0,0.5,0.03,0,0.97,>opitutales_genome3|115887 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02013 ATP synthase F1 subunit gamma [Respiration
83,5854,5854_MSA.fa.ufboot.ale.uml_rec,0,0.5,0,0.37,0.97,>opitutales_genome3|115718 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01591 hypothetical protein (Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter_D; Campylobacter_D)
83,6110,6110_MSA.fa.ufboot.ale.uml_rec,0.09,0.3,0.07,0.22,0.96,>opitutales_genome3|115336 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00482 tetratricopeptide repeat protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134_A; IMCC26134_A)
83,2781,2781_MSA.fa.ufboot.ale.uml_rec,0.09,0.13,0.01,0.27,0.96,>opitutales_genome3|115285 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00321 exo-alpha-sialidase (Bacteria; Chloroflexota; Dehalococcoidia; SAR202; VXLM01; VXLM01; VXLM01)
83,2054,2054_MSA.fa.ufboot.ale.uml_rec,0.04,0.69,0.01,0.01,0.96,>opitutales_genome3|117124 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05012 phosphatidylserine decarboxylase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2975,2975_MSA.fa.ufboot.ale.uml_rec,0.03,0.85,0,0.02,0.96,>opitutales_genome3|116487 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03474 DNA-binding protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; UBA7441; UBA7441)
83,2798,2798_MSA.fa.ufboot.ale.uml_rec,0.01,0.66,0.03,0,0.96,>opitutales_genome3|116026 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02339 prepilin-type N-terminal cleavage/methylation domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2522,2522_MSA.fa.ufboot.ale.uml_rec,0.01,0.65,0.01,0,0.96,>opitutales_genome3|117268 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05364 ABC transporter permease (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,2216,2216_MSA.fa.ufboot.ale.uml_rec,0,0.98,0.02,0,0.96,>opitutales_genome3|117592 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05989 3-isopropylmalate dehydratase large subunit (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,1580,1580_MSA.fa.ufboot.ale.uml_rec,0,0.97,0.01,0,0.96,>opitutales_genome3|117741 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06332 ABC transporter permease subunit (Bacteria; Verrucomicrobiota; Kiritimatiellae; SLAD01; WLWN01; WLWN01; WLWN01)
83,1974,1974_MSA.fa.ufboot.ale.uml_rec,0,0.97,0.01,0,0.96,>opitutales_genome3|117347 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05510 transcriptional regulator
83,2217,2217_MSA.fa.ufboot.ale.uml_rec,0,0.97,0.01,0,0.96,>opitutales_genome3|117408 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05608 M42 family metallopeptidase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2278,2278_MSA.fa.ufboot.ale.uml_rec,0,0.96,0,0,0.96,>opitutales_genome3|117811 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06465 mraZ (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAJCBL01; CAJCBL01)
83,2378,2378_MSA.fa.ufboot.ale.uml_rec,0,0.96,0,0,0.96,>opitutales_genome3|116100 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02483 glycine cleavage system protein GcvH (Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter; Luteibacter)
83,2269,2269_MSA.fa.ufboot.ale.uml_rec,0,0.95,0,0,0.96,>opitutales_genome3|116856 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04352 Fe-S cluster assembly protein SufD
83,2542,2542_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.06,0,0.96,>opitutales_genome3|117409 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05610 methylenetetrahydrofolate reductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAITWF01; CAITWF01)
83,2381,2381_MSA.fa.ufboot.ale.uml_rec,0,0.94,0,0,0.96,>opitutales_genome3|117698 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06240 L-aspartate oxidase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,3167,3167_MSA.fa.ufboot.ale.uml_rec,0,0.93,0,0.01,0.96,>opitutales_genome3|116155 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02600 hypothetical protein DB347_06005 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,3477,3477_MSA.fa.ufboot.ale.uml_rec,0,0.93,0,0.01,0.96,>opitutales_genome3|115838 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01926 acyl-CoA desaturase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; VHCN01; VHCN01; VHCN01)
83,2503,2503_MSA.fa.ufboot.ale.uml_rec,0,0.91,0.02,0,0.96,>opitutales_genome3|117854 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06536 30S ribosomal protein S14 [Translation
83,2973,2973_MSA.fa.ufboot.ale.uml_rec,0,0.91,0,0.01,0.96,>opitutales_genome3|117909 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06608 adenylyl-sulfate kinase [Sulfur Cycle
83,2484,2484_MSA.fa.ufboot.ale.uml_rec,0,0.88,0,0,0.96,>opitutales_genome3|116033 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02349 NUDIX hydrolase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,4058,4058_MSA.fa.ufboot.ale.uml_rec,0,0.87,0,0.09,0.96,>opitutales_genome3|115400 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00621 putative protein YacP (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA2987; Moanabacter; Moanabacter)
83,1201,1201_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0,0.96,#N/A
83,1616,1616_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.02,0.01,0.96,>opitutales_genome3|117557 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05941 NADH-quinone oxidoreductase subunit NuoK [Respiration
83,1952,1952_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.02,0.02,0.96,>opitutales_genome3|117491 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05754 DUF5069 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; JABJCN01; JABJCN01; JABJCN01)
83,1988,1988_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0,0.96,>opitutales_genome3|115877 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01993 NADP-dependent phosphogluconate dehydrogenase [Metabolism
83,2539,2539_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.02,0.1,0.96,>opitutales_genome3|115898 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02029 glutaredoxin (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Pelagicoccus; Pelagicoccus)
83,1918,1918_MSA.fa.ufboot.ale.uml_rec,0,0.82,0.04,0.04,0.96,>opitutales_genome3|116550 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03582 rhodanese-related sulfurtransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Nibricoccus; Nibricoccus)
83,2478,2478_MSA.fa.ufboot.ale.uml_rec,0,0.8,0.01,0,0.96,>opitutales_genome3|116847 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04334 co-chaperone GroES (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,4016,4016_MSA.fa.ufboot.ale.uml_rec,0,0.78,0.03,0.06,0.96,>opitutales_genome3|115957 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02201 M50 family peptidase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; UBA7441; UBA7441)
83,1927,1927_MSA.fa.ufboot.ale.uml_rec,0,0.78,0.01,0,0.96,>opitutales_genome3|115361 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00522 replicative DNA helicase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2210,2210_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.01,0.96,>opitutales_genome3|116867 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04373 acetolactate synthase small subunit (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAJCBL01; CAJCBL01)
83,2225,2225_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.03,0.96,>opitutales_genome3|115873 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01989 cytotoxic translational repressor of toxin-antitoxin stability system (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Cephaloticoccus; Cephaloticoccus)
83,2547,2547_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.1,0.96,>opitutales_genome3|117243 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05306 MCE family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,3467,3467_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.01,0,0.96,>opitutales_genome3|116527 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03531 OsmC family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; JACTMZ01; JACTMZ01; JACTMZ01)
83,2704,2704_MSA.fa.ufboot.ale.uml_rec,0,0.74,0,0.01,0.96,>opitutales_genome3|117349 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05512 FAD-dependent oxidoreductase [Metabolism
83,2106,2106_MSA.fa.ufboot.ale.uml_rec,0,0.72,0,0,0.96,>opitutales_genome3|117008 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04649 3-oxoacyl-ACP synthase III [Metabolism
83,644,644_MSA.fa.ufboot.ale.uml_rec,0,0.71,0,0,0.96,>opitutales_genome3|117213 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05245 sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,1060,1060_MSA.fa.ufboot.ale.uml_rec,0,0.7,0.03,0.04,0.96,>opitutales_genome3|117214 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05250 pyridoxal phosphate-dependent aminotransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; KCTC-12870; Cerasicoccus; Cerasicoccus)
83,2102,2102_MSA.fa.ufboot.ale.uml_rec,0,0.66,0.02,0,0.96,>opitutales_genome3|117705 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06250 alpha/beta hydrolase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2814,2814_MSA.fa.ufboot.ale.uml_rec,0,0.65,0.03,0.02,0.96,>opitutales_genome3|115841 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01929 class I SAM-dependent methyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,3754,3754_MSA.fa.ufboot.ale.uml_rec,0,0.64,0,0.32,0.96,>opitutales_genome3|115435 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00717 ethanolamine utilization protein EutN (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; UBA1319; JAGMXM01; JAGMXM01)
83,1957,1957_MSA.fa.ufboot.ale.uml_rec,0,0.63,0.11,0,0.96,>opitutales_genome3|115456 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00831 alpha-glucosidase/alpha-galactosidase (Bacteria; Firmicutes_G; SHA-98; DTU014; DTU014; JAAYAB01; JAAYAB01)
83,2079,2079_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.02,0.01,0.96,>opitutales_genome3|115319 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00451 type II secretion system F family protein [Transport
83,1774,1774_MSA.fa.ufboot.ale.uml_rec,0,0.18,0,0.06,0.96,>opitutales_genome3|117584 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05975 BamA/TamA family outer membrane protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; UBA11358; WYBW01; WYBW01)
83,1907,1907_MSA.fa.ufboot.ale.uml_rec,0,0.23,0,0,0.96,>opitutales_genome3|116383 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03222 hypothetical protein D6781_03630 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,1982,1982_MSA.fa.ufboot.ale.uml_rec,0,0.38,0,0,0.96,>opitutales_genome3|115748 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01686 NADH-quinone oxidoreductase subunit J [Respiration
83,2015,2015_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.53,0.96,>opitutales_genome3|115631 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01325 phosphate acyltransferase PlsX (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2136,2136_MSA.fa.ufboot.ale.uml_rec,0,0.13,0,0.02,0.96,>opitutales_genome3|116039 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02372 succinate dehydrogenase/fumarate reductase iron-sulfur subunit [Metabolism
83,2249,2249_MSA.fa.ufboot.ale.uml_rec,0,0.44,0,0.01,0.96,>opitutales_genome3|117063 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04837 twin-arginine translocase subunit TatC [Transport
83,2289,2289_MSA.fa.ufboot.ale.uml_rec,0,0.23,0,0.06,0.96,>opitutales_genome3|117852 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06534 50S ribosomal protein L6 [Translation
83,2390,2390_MSA.fa.ufboot.ale.uml_rec,0,0.32,0,0.02,0.96,>opitutales_genome3|116815 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04273 hypothetical protein JW942_09690 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; Verruco-01; Verruco-01)
83,2721,2721_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0.1,0.96,>opitutales_genome3|116777 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04191 hypothetical protein B9S32_17785 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; UBA1321; UBA1321; UBA1321)
83,2731,2731_MSA.fa.ufboot.ale.uml_rec,0,0.36,0,0.01,0.96,>opitutales_genome3|117449 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05695 ATP-dependent Clp protease adaptor ClpS (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,4069,4069_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0.63,0.96,>opitutales_genome3|115817 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01861 RNA 2'
83,4161,4161_MSA.fa.ufboot.ale.uml_rec,0,0.42,0,0.54,0.96,>opitutales_genome3|117019 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04697 methyltransferase domain-containing protein (Bacteria; Proteobacteria; Alphaproteobacteria; SHVW01; SHVW01; SHVW01; SHVW01)
83,4957,4957_MSA.fa.ufboot.ale.uml_rec,0,0.1,0,0,0.96,>opitutales_genome3|117010 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04651
83,5284,5284_MSA.fa.ufboot.ale.uml_rec,0,0.41,0,0.24,0.96,>opitutales_genome3|116087 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02455 VWA domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium; Roseimicrobium)
83,6313,6313_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0.78,0.96,>opitutales_genome3|117052 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04819 ribbon-helix-helix protein
83,6314,6314_MSA.fa.ufboot.ale.uml_rec,0,0.07,0,0.7,0.96,>opitutales_genome3|117055 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04822 hypothetical protein GXP27_15485 (Bacteria; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae; JAADHY01; JAADHY01)
83,7515,7515_MSA.fa.ufboot.ale.uml_rec,0,0.22,0,0.53,0.96,>opitutales_genome3|116894 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04419 Gfo/Idh/MocA family oxidoreductase (Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Stenomitos; Stenomitos)
83,4259,4259_MSA.fa.ufboot.ale.uml_rec,0,0.53,0.02,0.06,0.96,>opitutales_genome3|117224 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05266 L-Ala-D/L-Glu epimerase (Bacteria; Proteobacteria; Alphaproteobacteria; SHVW01; SHVW01; SHVW01; SHVW01)
83,2105,2105_MSA.fa.ufboot.ale.uml_rec,0,0.52,0.01,0,0.96,>opitutales_genome3|117280 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05394 phosphopantetheine-binding protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; WOUP01; WOUP01)
83,2595,2595_MSA.fa.ufboot.ale.uml_rec,0,0.51,0.01,0.02,0.96,>opitutales_genome3|117237 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05283 DUF192 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Rariglobus; Rariglobus)
83,5558,5558_MSA.fa.ufboot.ale.uml_rec,0.02,0.5,0,0.35,0.95,>opitutales_genome3|117069 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04849 DNRLRE domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,5835,5835_MSA.fa.ufboot.ale.uml_rec,0.01,0.12,0,0.68,0.95,>opitutales_genome3|116938 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04509 immunoglobulin domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; JAFGQR01; JAFGQR01; JAFGQR01)
83,668,668_MSA.fa.ufboot.ale.uml_rec,0.01,0.83,0.08,0.06,0.95,>opitutales_genome3|115478 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00890 DegT/DnrJ/EryC1/StrS family aminotransferase (Bacteria; Planctomycetota; PUPC01; JACPCR01; JACPCR01; JACPCR01; JACPCR01)
83,970,970_MSA.fa.ufboot.ale.uml_rec,0.01,0.72,0.01,0,0.95,>opitutales_genome3|117628 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06047 carbonate dehydratase (Bacteria; Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Thioalkalivibrionaceae; Thioalkalivibrio_B; Thioalkalivibrio_B)
83,1013,1013_MSA.fa.ufboot.ale.uml_rec,0,0.97,0.02,0,0.95,>opitutales_genome3|116372 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03191 ABC transporter ATP-binding protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,1864,1864_MSA.fa.ufboot.ale.uml_rec,0,0.96,0.1,0,0.95,>opitutales_genome3|117282 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.05396 UDP-glucose 4-epimerase GalE (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus)
83,856,856_MSA.fa.ufboot.ale.uml_rec,0,0.95,0.01,0.01,0.95,>opitutales_genome3|117022 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04707 peptide chain release factor 3 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; SIAT01; SIAT01; SIAT01)
83,2002,2002_MSA.fa.ufboot.ale.uml_rec,0,0.95,0,0,0.95,>opitutales_genome3|115358 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00519 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Opitutus; Opitutus)
83,2470,2470_MSA.fa.ufboot.ale.uml_rec,0,0.93,0.01,0.03,0.95,>opitutales_genome3|115256 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00196 glycine--tRNA ligase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus)
83,3571,3571_MSA.fa.ufboot.ale.uml_rec,0,0.93,0.01,0,0.95,>opitutales_genome3|117326 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05478 NAD(P)-dependent oxidoreductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA6669; UBA6669)
83,2302,2302_MSA.fa.ufboot.ale.uml_rec,0,0.93,0,0,0.95,>opitutales_genome3|117549 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05930 hypothetical protein DB347_16835 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2598,2598_MSA.fa.ufboot.ale.uml_rec,0,0.93,0,0.01,0.95,>opitutales_genome3|115948 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02152 DUF423 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,2181,2181_MSA.fa.ufboot.ale.uml_rec,0,0.88,0.02,0,0.95,>opitutales_genome3|116806 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04251 type II 3-dehydroquinate dehydratase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,189,189_MSA.fa.ufboot.ale.uml_rec,0,0.88,0.01,0,0.95,>opitutales_genome3|117360 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05529 response regulator (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,3537,3537_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.03,0.05,0.95,>opitutales_genome3|117556 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05940 NADH-quinone oxidoreductase subunit J [Respiration
83,3310,3310_MSA.fa.ufboot.ale.uml_rec,0,0.87,0,0.08,0.95,>opitutales_genome3|117255 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05340 alpha/beta hydrolase (Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae; Desulfopila_A; Desulfopila_A)
83,2705,2705_MSA.fa.ufboot.ale.uml_rec,0,0.86,0.01,0,0.95,>opitutales_genome3|116990 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04618 holo-ACP synthase [Metabolism
83,3355,3355_MSA.fa.ufboot.ale.uml_rec,0,0.86,0.01,0.02,0.95,>opitutales_genome3|116749 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04078 hypothetical protein KA257_07230 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,2575,2575_MSA.fa.ufboot.ale.uml_rec,0,0.83,0.05,0.02,0.95,>opitutales_genome3|116612 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03766 iron-sulfur cluster assembly accessory protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA953; UBA953; UBA953)
83,2446,2446_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.02,0.03,0.95,>opitutales_genome3|115216 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00110 preprotein translocase subunit SecG (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAJCBL01; CAJCBL01)
83,2550,2550_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.02,0.05,0.95,>opitutales_genome3|116660 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03853 30S ribosomal protein S16 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,3161,3161_MSA.fa.ufboot.ale.uml_rec,0,0.81,0.01,0.05,0.95,>opitutales_genome3|116072 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02437 hypothetical protein IMCC26134_10280 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134_A; IMCC26134_A)
83,4162,4162_MSA.fa.ufboot.ale.uml_rec,0,0.8,0,0,0.95,>opitutales_genome3|117033 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04740 dihydrofolate reductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Nibricoccus; Nibricoccus)
83,2061,2061_MSA.fa.ufboot.ale.uml_rec,0,0.78,0,0,0.95,>opitutales_genome3|116799 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04237 crossover junction endodeoxyribonuclease RuvC (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,1809,1809_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.01,0,0.95,>opitutales_genome3|116639 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03807 pyruvate
83,2469,2469_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.01,0.07,0.95,>opitutales_genome3|115387 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00582 lipoate--protein ligase family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,2891,2891_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,0.95,#N/A
83,4383,4383_MSA.fa.ufboot.ale.uml_rec,0,0.41,0.01,0.49,0.95,>opitutales_genome3|117437 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05682 hypothetical protein B9S32_14325 [Other Elements
