GeneFamily,OddsRatio_Fisher,PValue_Fisher,OddsRatio_Poisson,PValue_Poisson,cluster_id,type,annotation,length,selective pressure (low = purifying),codon bias,representation,count,% id
pmsf_3437_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.109999999975965,0.002393243615129268,3437,CDS,NRDE family protein,261,1.0,5.0,5,5,83.1
pmsf_3440_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,2.024450906987505,0.03465134917632198,3440,CDS,hypothetical protein JNG82_07135,69,,,3,6,93.9
pmsf_3443_MSA_trimmed.ufboot.ale.uml_rec,3.3968253968253967,0.028598157809286595,2.4709393389056626,0.040687129505701455,3443,CDS,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,300,5.0,6.0,11,11,68.5
pmsf_3445_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3241536683218262,0.0018202326859945764,3445,CDS,AEC family transporter,297,1.0,3.0,7,7,79.7
pmsf_3447_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.6206534780468,0.013138357869659782,3447,CDS,metallophosphoesterase,276,6.0,7.0,6,6,73.0
pmsf_3448_MSA_trimmed.ufboot.ale.uml_rec,4.037037037037037,0.009777855145884145,2.9465869998699716,0.01210739588648635,3448,CDS,DMT family transporter,298,8.0,4.0,11,11,71.3
pmsf_3451_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4162092124358434,0.001358631087265181,3451,CDS,hypothetical protein EA425_11665,550,4.0,1.0,7,7,73.3
pmsf_3454_MSA_trimmed.ufboot.ale.uml_rec,10.776315789473685,0.0005125668839473303,4.55502392341895,0.000605152425579957,3454,CDS,hypothetical protein ISS77_06180,136,0.0,8.0,5,5,89.4
pmsf_3458_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.615874911660841,0.01330435322967868,3458,CDS,MAG: helix-turn-helix domain-containing protein,168,3.0,6.0,6,6,72.4
pmsf_346_MSA_trimmed.ufboot.ale.uml_rec,13.0,0.00010603537214321407,2.889703714597832,0.00048046417511451127,346,CDS,hypothetical protein EA425_13375,496,1.0,4.0,6,6,74.1
pmsf_347_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.5434692275961854,0.012140363967012196,347,CDS,proteasome subunit alpha,253,0.0,6.0,7,7,88.6
pmsf_3490_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8099694084951587,0.0008305151016802717,3490,CDS,BCCT family transporter,534,0.0,5.0,7,7,91.3
pmsf_3492_MSA_trimmed.ufboot.ale.uml_rec,4.563492063492063,0.02576088397706164,2.9437229437187757,0.0300287766681791,3492,CDS,amidohydrolase family protein,482,3.0,2.0,5,5,83.7
pmsf_3496_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.811586895061092,0.0008166175392692455,3496,CDS,zinc ABC transporter substrate-binding protein,330,5.0,0.0,7,7,72.4
pmsf_34_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,1.9408862785759098,0.0018740062682366773,34,CDS,TIGR04282 family arsenosugar biosynthesis glycosyltransferase,205,2.0,0.0,7,8,75.4
pmsf_3504_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5826215981196965,0.014544479322088119,3504,CDS,NnrS family protein,418,1.0,4.0,6,6,81.1
pmsf_3532_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,3532,CDS,putative pyridoxal phosphate-dependent aminotransferase EpsN,382,0.0,3.0,4,4,92.6
pmsf_3543_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,3543,CDS,TPA: hypothetical protein DCE44_13775,178,6.0,0.0,4,4,95.5
pmsf_3546_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.581196581172712,0.0003412682080905345,3546,CDS,hypothetical protein DME21_16355,483,7.0,2.0,7,7,71.3
pmsf_3548_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.261904761892148,0.017503023703619808,3548,CDS,,374,,4.0,5,5,75.0
pmsf_3552_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.581196581172712,0.0003412682080905345,3552,CDS,hypothetical protein HY298_16100,631,4.0,0.0,7,7,74.0
pmsf_3567_MSA_trimmed.ufboot.ale.uml_rec,3.7333333333333334,0.027976303181903004,2.6382441457093364,0.03733881087586953,3567,CDS,c-type cytochrome,210,8.0,2.0,9,9,49.4
pmsf_35_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5927772230296404,0.014171966505532445,35,CDS,"non-heme iron oxygenase ferredoxin subunit [Nitrogen Cycle, Assimilatory Nitrate Reduction to Ammonia|Nitrite reductase (NADH) small subunit NirD|0.3]",102,0.0,7.0,6,6,85.8
pmsf_3647_MSA_trimmed.ufboot.ale.uml_rec,3.33,0.03918612268412165,1.9396765269237775,0.022592763700703865,3647,CDS,phytanoyl-CoA dioxygenase family protein,296,4.0,7.0,8,11,57.8
pmsf_3662_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4031791131956273,0.0013900548272763322,3662,CDS,ATP-binding protein,498,0.0,0.0,7,7,83.6
pmsf_3663_MSA_trimmed.ufboot.ale.uml_rec,13.0,0.00010603537214321407,4.999999999972641,0.00015208275599943682,3663,CDS,MAG: hypothetical protein JJU20_13325,233,4.0,,6,6,82.7
pmsf_3664_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.805426600970121,0.0008519945003442779,3664,CDS,cytochrome c biogenesis protein CcsA,615,1.0,5.0,7,7,81.4
pmsf_3666_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,1.9346929081228341,0.03841249135401695,3666,CDS,DUF1559 domain-containing protein,269,,1.0,3,6,74.9
pmsf_3667_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4207089879014125,0.0012901940147842126,3667,CDS,DUF432 domain-containing protein,282,5.0,4.0,7,7,76.1
pmsf_3677_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.6118108803950224,0.013469416533949837,3677,CDS,,203,,3.0,6,6,71.9
pmsf_3683_MSA_trimmed.ufboot.ale.uml_rec,4.037037037037037,0.009777855145884145,2.0801699186161327,0.013365366304406812,3683,CDS,,58,2.0,,10,10,69.1
pmsf_3708_MSA_trimmed.ufboot.ale.uml_rec,3.474264705882353,0.01773757094660597,2.5648053944975975,0.02199822693889461,3708,CDS,aspartate carbamoyltransferase,366,1.0,,13,13,62.6
pmsf_3738_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.490636549263178,0.013338701700663843,3738,CDS,hypothetical protein GA003_13500,70,0.0,,7,7,50.3
pmsf_3788_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.6923824594844623,0.018047512641751553,3788,CDS,ABC transporter permease,294,4.0,7.0,13,13,60.7
pmsf_37_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3820590514917015,0.0015230765912880259,37,CDS,hybrid sensor histidine kinase/response regulator,355,6.0,4.0,7,7,68.1
pmsf_3807_MSA_trimmed.ufboot.ale.uml_rec,4.444444444444445,0.0066743294830548154,2.341658508570351,0.010141528914141778,3807,CDS,M23 family metallopeptidase,340,7.0,4.0,9,9,55.5
pmsf_3848_MSA_trimmed.ufboot.ale.uml_rec,7.151515151515151,0.018899745853261842,3.640127805180595,0.017872467515177494,3848,CDS,hypothetical protein CMO61_04310,286,2.0,2.0,5,5,51.1
pmsf_3862_MSA_trimmed.ufboot.ale.uml_rec,3.3055555555555554,0.008390941794981031,2.4981848466473853,0.010851311610380979,3862,CDS,"Ferredoxin-dependent glutamate synthase 2 [Metabolism, Aminoacid Biosynthesis|(glu) (NADPH-dependent) Glutamate synthase GltAB]",1506,2.0,4.0,25,25,61.1
pmsf_3869_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,3869,CDS,hypothetical protein GXO85_03425,834,0.0,7.0,4,4,96.6
pmsf_3870_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.13625333244156,0.0023735208990185203,3870,CDS,MAG: YceI family protein,237,4.0,2.0,6,6,80.3
pmsf_3871_MSA_trimmed.ufboot.ale.uml_rec,6.0,0.0036186833722464946,3.6402914652734606,0.004224210902888633,3871,CDS,type II secretion system protein,254,7.0,1.0,6,6,82.2
pmsf_3872_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,2.3328458081971024,0.005064698593449574,3872,CDS,Ig-like domain-containing protein,215,3.0,0.0,4,5,71.9
pmsf_3885_MSA_trimmed.ufboot.ale.uml_rec,5.294117647058823,0.0020190409888108177,2.2734350913650445,0.0040558456602290205,3885,CDS,"6-phosphogluconolactonase [Metabolism, Pentose Phosphate pathway|6-Phosphogluconolactonase|0.5]",244,7.0,8.0,10,10,56.3
pmsf_3889_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.411404711313717,0.0013715303851016354,3889,CDS,hypothetical protein,330,1.0,6.0,7,7,86.0
pmsf_388_MSA_trimmed.ufboot.ale.uml_rec,3.3464912280701755,0.046378054085181905,1.920244400587248,0.040572938043039276,388,CDS,MAG: iron-sulfur cluster repair di-iron protein,242,4.0,8.0,10,12,60.3
pmsf_3892_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.261904761892148,0.017503023703619808,3892,CDS,FAD-dependent oxidoreductase,339,0.0,1.0,5,5,93.7
pmsf_38_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.481939055563942,0.012396057162695448,38,CDS,type II secretion system GspH family protein,194,4.0,6.0,5,5,82.0
pmsf_3903_MSA_trimmed.ufboot.ale.uml_rec,4.8088235294117645,0.0031187154362700303,3.2117956402305676,0.006567735215417516,3903,CDS,MAG: efflux RND transporter periplasmic adaptor subunit,407,8.0,0.0,12,12,67.8
pmsf_3904_MSA_trimmed.ufboot.ale.uml_rec,3.823529411764706,0.009255803424544122,2.155310901946073,0.008060116512597575,3904,CDS,"MAG: cation transporter [Metabolism, Magnetosome Biogenesis|Magnetosome biogenesis gene MamB|0.4]",310,1.0,2.0,11,11,79.5
pmsf_3916_MSA_trimmed.ufboot.ale.uml_rec,2.6486486486486487,0.03922931872186661,2.232701347462834,0.04827518349654157,3916,CDS,"2-oxoacid:acceptor oxidoreductase subunit alpha [Carbon Cycle, CO2 Fixation via Reductive Citrate (TCA, Arnon-Buchanan) Cycle|2-oxoacid:acceptor oxidoreductase, alpha subunit Por/kor/oorA|0.7] [Carbon Cycle, CO2 Fixation via Reductive Citrate (TCA, Arnon-Buchanan) Cycle|Pyruvate:ferredoxin oxidoreductase alpha subunit PorA|0.6]",626,5.0,6.0,22,22,60.4
pmsf_3919_MSA_trimmed.ufboot.ale.uml_rec,4.8088235294117645,0.0031187154362700303,2.4741617558582405,0.005244272002450893,3919,CDS,TPA: efflux RND transporter permease subunit,1027,1.0,1.0,11,11,59.5
pmsf_3929_MSA_trimmed.ufboot.ale.uml_rec,4.046218487394958,0.006741872857175679,2.9337482867241067,0.009174330592007052,3929,CDS,"FAD-dependent oxidoreductase [Sulfur Cycle, Sulfide Oxidation, H2S -> Persulfide or sulfur|Sulfide dehydrogenase flavoprotein FccB]",435,1.0,3.0,12,12,75.4
pmsf_3940_MSA_trimmed.ufboot.ale.uml_rec,3.3552631578947367,0.01356071905477654,2.621327068847726,0.019749978040208345,3940,CDS,alpha/beta fold hydrolase,323,7.0,5.0,15,15,54.1
pmsf_3960_MSA_trimmed.ufboot.ale.uml_rec,3.7333333333333334,0.027976303181903004,2.95310397555187,0.02442172199059858,3960,CDS,cupin domain-containing protein,179,6.0,3.0,8,8,69.9
pmsf_3964_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.411941747260726,0.0013973315322778168,3964,CDS,MAG: SDR family oxidoreductase,221,0.0,5.0,7,7,82.9
pmsf_3965_MSA_trimmed.ufboot.ale.uml_rec,10.776315789473685,0.0005125668839473303,2.1187952166017925,0.001963060918740136,3965,CDS,hypothetical protein HY736_16235,132,1.0,0.0,5,6,77.9
pmsf_3973_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,2.4229721159452016,0.008563827756335992,3973,CDS,mechanosensitive ion channel family protein,206,2.0,0.0,5,5,69.0
pmsf_3978_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.2619047618921595,0.017503023703619038,3978,CDS,hypothetical protein EA425_02600,1912,6.0,4.0,5,5,67.7
pmsf_3979_MSA_trimmed.ufboot.ale.uml_rec,4.444444444444445,0.0066743294830548154,3.1628965715134285,0.00715596605579164,3979,CDS,M14 family metallocarboxypeptidase,253,,4.0,9,9,64.7
pmsf_4000_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.7934817988313383,0.0008634672416226891,4000,CDS,FtsQ-type POTRA domain-containing protein,278,2.0,2.0,7,7,68.1
pmsf_4036_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,3.5838109394084006,0.003091999930936229,4036,CDS,hypothetical protein JNL92_18110,50,2.0,,10,10,68.9
pmsf_4065_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,2.1354868650878425,0.048679911239400186,4065,CDS,,260,0.0,0.0,3,4,93.1
pmsf_4070_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,2.267298617044989,0.0040709425882121345,4070,CDS,NAD dependent epimerase/dehydratase family,306,1.0,4.0,8,8,74.6
pmsf_4074_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3997562667338634,0.0014846919733220959,4074,CDS,MAG: TonB-dependent receptor,682,1.0,0.0,7,7,80.5
pmsf_4075_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.581196581172712,0.0003412682080905345,4075,CDS,MAG: MMPL family transporter,751,5.0,0.0,7,7,72.4
pmsf_4082_MSA_trimmed.ufboot.ale.uml_rec,4.563492063492063,0.02576088397706164,3.46408231544936,0.017871185888509528,4082,CDS,hypothetical protein MLD52_03575,441,8.0,1.0,5,5,78.4
pmsf_4104_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3970117602342795,0.0014251104734142016,4104,CDS,MAG: LPS assembly protein LptD,686,0.0,4.0,7,7,83.7
pmsf_410_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072616,0.004862189344055219,410,CDS,hypothetical protein JJT96_16020,746,2.0,8.0,6,6,78.9
pmsf_411_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9670790273497443,0.006558399333076185,411,CDS,hypothetical protein HY298_08405,255,1.0,3.0,6,6,84.3
pmsf_4120_MSA_trimmed.ufboot.ale.uml_rec,3.3552631578947367,0.01356071905477654,2.5408894692200983,0.02257873356941998,4120,CDS,dihydropteroate synthase,296,6.0,5.0,14,14,52.0
pmsf_4125_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.405133569462202,0.0014709938769064547,4125,CDS,MCE family protein,333,1.0,7.0,7,7,78.9
pmsf_4126_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.581196581172712,0.0003412682080905345,4126,CDS,"HAD-IA family hydrolase [Other Elements, Chlorite|2-Haloacid dehalogenase DehII|0.3]",257,,8.0,7,7,68.8
pmsf_4127_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.109999999975965,0.002393243615129268,4127,CDS,asparagine synthetase B,632,4.0,0.0,5,5,77.5
pmsf_4136_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5770136393292336,0.014515792096764926,4136,CDS,,214,2.0,1.0,6,6,80.4
pmsf_4140_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8059730074174265,0.0008150623628117198,4140,CDS,YheU family protein,65,1.0,,7,7,80.5
pmsf_4145_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.412888870988802,0.0014257140111440028,4145,CDS,methyltransferase domain-containing protein,246,6.0,5.0,7,7,71.1
pmsf_4146_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.79726605257366,0.0008486375960355628,4146,CDS,hypothetical protein,203,5.0,1.0,7,7,74.4
pmsf_4147_MSA_trimmed.ufboot.ale.uml_rec,5.75,0.007683782752171937,3.4645801368389413,0.009180622362916589,4147,CDS,DoxX family protein,145,1.0,3.0,7,7,79.6
pmsf_4150_MSA_trimmed.ufboot.ale.uml_rec,4.444444444444445,0.0066743294830548154,2.0530730776061756,0.011975573305502713,4150,CDS,zinc ribbon domain-containing protein,82,1.0,2.0,9,9,76.6
pmsf_4151_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5962327502502505,0.013793243705498,4151,CDS,hypothetical protein JXA69_15380,268,5.0,3.0,6,6,73.7
pmsf_4153_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.6256308883136015,0.0003541744422779806,4153,CDS,MAG: DUF2459 domain-containing protein,195,3.0,0.0,7,7,72.9
pmsf_4154_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,4154,CDS,hypothetical protein GVY36_02820,264,2.0,6.0,4,4,89.6
pmsf_4155_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3789723592196705,0.0015818778242936158,4155,CDS,hypothetical protein IMCC26134_05590,203,3.0,,7,7,72.2
pmsf_4162_MSA_trimmed.ufboot.ale.uml_rec,3.140740740740741,0.03324657383204329,2.540775980997061,0.03311400750809049,4162,CDS,TIGR01777 family protein,310,8.0,6.0,11,11,51.2
pmsf_4167_MSA_trimmed.ufboot.ale.uml_rec,4.046218487394958,0.006741872857175679,2.3238390420201855,0.010408556351108265,4167,CDS,carbohydrate ABC transporter permease,280,0.0,4.0,11,11,75.8
pmsf_418_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,2.0540993240195093,0.03155555448679045,418,CDS,hypothetical protein,806,,5.0,3,6,78.2
pmsf_4193_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.166280989039273,0.026481883687624604,4193,CDS,L-rhamnose mutarotase,110,2.0,,7,7,61.2
pmsf_4196_MSA_trimmed.ufboot.ale.uml_rec,5.75,0.007683782752171937,3.217160816037506,0.01812367463760103,4196,CDS,hypothetical protein,209,0.0,6.0,8,8,58.9
pmsf_420_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072616,0.004862189344055219,420,CDS,Hsp70 family protein,929,0.0,1.0,6,6,93.5
pmsf_421_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9481233121001353,0.006631404266257186,421,CDS,,192,7.0,1.0,6,6,73.0
pmsf_4245_MSA_trimmed.ufboot.ale.uml_rec,5.294117647058823,0.0020190409888108177,3.366367868834093,0.0037953026189783603,4245,CDS,"hypothetical protein CMI64_05425 [Metabolism, Isoprenoid Biosynthesis, Squalene, Hopane|Mevalonate kinase ERG12|0.1]",344,3.0,0.0,12,12,51.6
pmsf_4252_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8103444336464003,0.0008447358765899653,4252,CDS,"hypothetical protein D6781_01430 [Transport, Protein Secretion, Type II|Type II secretion periplasmic protein/psuedopilin GspK/PulK|0.2]",377,7.0,0.0,7,7,75.1
pmsf_4259_MSA_trimmed.ufboot.ale.uml_rec,3.1246376811594203,0.018934456057495757,2.2302972377899137,0.018524588789200342,4259,CDS,"phosphonate ABC transporter, permease protein PhnE",280,4.0,3.0,16,16,58.1
pmsf_4264_MSA_trimmed.ufboot.ale.uml_rec,2.978468899521531,0.01411790670165549,2.388215802964367,0.028994139166273768,4264,CDS,transcriptional repressor NrdR,156,7.0,5.0,25,25,55.7
pmsf_427_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.140281014993812,0.004360673680646482,427,CDS,DinB family protein,182,1.0,0.0,5,5,79.6
pmsf_430_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,2.0293824384147547,0.03291402284725236,430,CDS,type II toxin-antitoxin system RelE/ParE family toxin,99,,0.0,3,6,95.1
pmsf_4326_MSA_trimmed.ufboot.ale.uml_rec,2.8523002421307506,0.030236524406260894,2.456024253685138,0.04260188523561739,4326,CDS,3-phosphoshikimate 1-carboxyvinyltransferase,449,7.0,5.0,34,34,52.7
pmsf_432_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9477652890815786,0.006632674315921748,432,CDS,"TIGR01843|type_I_hlyD type I secret... [Transport, Protein Secretion, Type I|Periplasmic linker HlyD|0.1]",382,1.0,6.0,6,6,81.1
pmsf_435_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,435,CDS,MAG: M48 family metallopeptidase,244,3.0,,4,4,87.8
pmsf_4363_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5994257467605095,0.010076430586577796,4363,CDS,MAG: hypothetical protein IT442_02915,269,6.0,3.0,5,5,64.8
pmsf_436_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8111980588203855,0.0008375303298812884,436,CDS,sd00006|TPR Tetratricopeptide repea...,173,4.0,7.0,7,7,76.1
pmsf_4378_MSA_trimmed.ufboot.ale.uml_rec,3.2387543252595155,0.021259707814405292,2.433996418365316,0.03113436702374331,4378,CDS,30S ribosomal protein S20,86,8.0,,16,16,53.3
pmsf_4387_MSA_trimmed.ufboot.ale.uml_rec,4.933333333333334,0.004393460861951535,1.4708606655817187,0.004983636016890383,4387,CDS,MAG: CBS domain-containing protein,148,1.0,7.0,10,17,50.3
pmsf_4408_MSA_trimmed.ufboot.ale.uml_rec,4.885714285714286,0.012504343078809191,3.1400561911924485,0.017677732233186024,4408,CDS,MAG: DMT family transporter,294,0.0,3.0,7,7,76.1
pmsf_4445_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.812020853708599,0.0008304546599654653,4445,CDS,carboxy terminal-processing peptidase,808,1.0,0.0,7,7,77.2
pmsf_4446_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,1.3435248671470865,0.048805547350002094,4446,CDS,prepilin-type N-terminal cleavage/methylation domain-containing protein,246,,8.0,3,9,70.9
pmsf_4452_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,3.552225748236911,0.015089819425322257,4452,CDS,LysR family transcriptional regulator,305,1.0,8.0,5,5,88.3
pmsf_4454_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4136610608839004,0.0013825359153118479,4454,CDS,MAG: aldo/keto reductase,272,1.0,,7,7,82.7
pmsf_4458_MSA_trimmed.ufboot.ale.uml_rec,3.0294117647058822,0.02607811688550736,2.352941176492958,0.037921773705094516,4458,CDS,MAG: DEAD/DEAH box helicase,848,6.0,1.0,13,13,56.9
pmsf_4461_MSA_trimmed.ufboot.ale.uml_rec,5.876470588235295,0.0012572665079345281,3.576605617127017,0.0021604443453105988,4461,CDS,hypothetical protein JJT75_05315,567,0.0,3.0,10,10,62.9
pmsf_4502_MSA_trimmed.ufboot.ale.uml_rec,2.7022222222222223,0.028426884840607583,2.014269147401353,0.028512810687539785,4502,CDS,tRNA pseudouridine(38-40) synthase TruA,252,,7.0,25,25,53.9
pmsf_450_MSA_trimmed.ufboot.ale.uml_rec,5.318181818181818,0.03315397869685272,3.159090909077297,0.034326251864373124,450,CDS,hypothetical protein GC138_03230,143,2.0,0.0,5,5,78.7
pmsf_4511_MSA_trimmed.ufboot.ale.uml_rec,4.046218487394958,0.006741872857175679,2.1427785181182597,0.0088609868379066,4511,CDS,penicillin-binding protein 2,635,5.0,4.0,11,11,50.0
pmsf_4521_MSA_trimmed.ufboot.ale.uml_rec,4.8088235294117645,0.0031187154362700303,2.4665073224126273,0.0052037524207658,4521,CDS,"NUDIX domain-containing protein [Metabolism, Isoprenoid Biosynthesis, Squalene, Hopane|Isopentenyldiphosphate isomerase Idi|0.1]",264,8.0,4.0,11,11,51.1
pmsf_4524_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.603166030272367,0.007132326428427999,4524,CDS,hypothetical protein,608,1.0,3.0,7,7,49.2
pmsf_4537_MSA_trimmed.ufboot.ale.uml_rec,4.444444444444445,0.0066743294830548154,2.1216927993567047,0.010168104233936694,4537,CDS,bifunctional,945,4.0,1.0,9,9,51.2
pmsf_4540_MSA_trimmed.ufboot.ale.uml_rec,3.474264705882353,0.01773757094660597,2.623946829441557,0.019775101984293865,4540,CDS,"HAD family hydrolase [Other Elements, Chlorite|2-Haloacid dehalogenase DehII|0.2]",228,8.0,6.0,13,13,54.2
pmsf_454_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,4.581196581172712,0.0003412682080905345,454,CDS,"type II secretory pathway, component PulD [Motility, Type IV Pili|Type IV pilus outer membrane pore PilQ, Type II general secretory pathway PulD|0.3]",940,1.0,1.0,7,7,79.8
pmsf_4554_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,3.5132873432190785,0.0028660029705527635,4554,CDS,"NADH-quinone oxidoreductase subunit A [Respiration, Complex I|NADH:ubiquinone oxidoreductase subunit 3, NuoA|0.3]",143,2.0,4.0,10,10,54.5
pmsf_4555_MSA_trimmed.ufboot.ale.uml_rec,5.876470588235295,0.0012572665079345281,3.668494274479941,0.0019759149217653117,4555,CDS,TPA: ABC transporter permease,236,4.0,6.0,10,10,53.2
pmsf_457_MSA_trimmed.ufboot.ale.uml_rec,4.398190045248869,0.0046554399846425185,2.984919948919481,0.008008330990101328,457,CDS,hypothetical protein JJT75_00500,91,0.0,0.0,12,12,83.9
pmsf_4586_MSA_trimmed.ufboot.ale.uml_rec,5.318181818181818,0.03315397869685272,3.1573495928578836,0.03566289421462099,4586,CDS,DUF433 domain-containing protein,76,2.0,,6,6,66.3
pmsf_4592_MSA_trimmed.ufboot.ale.uml_rec,3.3552631578947367,0.01356071905477654,2.5158612044255126,0.021709621935954673,4592,CDS,penicillin-binding protein activator LpoB,203,8.0,3.0,17,17,48.7
pmsf_4693_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,4693,CDS,hypothetical protein JW846_07700,638,,0.0,4,4,84.6
pmsf_4694_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9535697478515144,0.006541256559593252,4694,CDS,MAG: DsrE family protein,143,0.0,,6,6,94.5
pmsf_4695_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072616,0.004862189344055219,4695,CDS,phosphoenolpyruvate synthase,886,0.0,3.0,6,6,85.4
